Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,SVM,29,0.05555555555555555,0.1111111111111111,0.07407407407407407,0.20070370913355812,0.13317510717578462,
CGAN,Decision Tree,0,0.3917213528520949,0.3233333333333333,0.35425701894544626,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,1,0.22580645161290322,0.105,0.14334470989761092,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,2,0.12297734627831715,0.1890547263681592,0.14901960784313725,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,3,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,4,0.13114754098360656,0.07960199004975124,0.09907120743034056,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,5,0.16,0.15920398009950248,0.1596009975062344,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,6,0.022304832713754646,0.029850746268656716,0.02553191489361702,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,7,0.15422885572139303,0.15422885572139303,0.15422885572139303,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,8,0.10018214936247723,0.1371571072319202,0.11578947368421053,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,9,0.0845771144278607,0.0845771144278607,0.0845771144278607,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,10,0.06716417910447761,0.04477611940298507,0.05373134328358209,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,11,0.11,0.05472636815920398,0.07308970099667775,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,12,0.06191950464396285,0.09950248756218906,0.07633587786259542,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,13,0.12234042553191489,0.12105263157894737,0.12169312169312169,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,14,0.03508771929824561,0.10945273631840796,0.05314009661835749,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,15,0.1691542288557214,0.1691542288557214,0.1691542288557214,0.1886820114352734,0.10142658380731796,
